city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
Belo Horizonte,123,3,2,1,3,acept,not furnished,2600
Campinas,53,2,1,1,-,acept,not furnished,2000
Rio de Janeiro,70,2,1,1,2,acept,not furnished,2180
São Paulo,90,2,2,2,17,acept,furnished,12200
São Paulo,95,3,2,0,-,acept,not furnished,1590
Campinas,74,3,1,1,4,acept,not furnished,900
São Paulo,64,1,1,1,15,not acept,not furnished,3600
São Paulo,155,4,5,3,14,not acept,not furnished,6000
Rio de Janeiro,125,3,1,2,3,not acept,not furnished,2200
São Paulo,40,1,1,1,9,acept,furnished,1580
Porto Alegre,350,3,2,4,-,acept,furnished,6522
Belo Horizonte,417,3,5,8,-,acept,not furnished,7650
Porto Alegre,350,4,4,4,-,acept,not furnished,6000
São Paulo,40,1,1,1,8,not acept,not furnished,2800
São Paulo,30,1,1,1,15,not acept,furnished,3500
São Paulo,142,3,4,2,4,acept,not furnished,4500
Porto Alegre,110,3,3,2,5,acept,furnished,4000
São Paulo,100,4,4,1,-,acept,not furnished,10000
São Paulo,377,5,4,3,-,acept,not furnished,8000
São Paulo,230,2,3,3,17,acept,furnished,8000
São Paulo,35,1,1,0,5,not acept,furnished,1800
São Paulo,32,1,1,1,16,acept,not furnished,2900
São Paulo,74,2,1,1,5,acept,not furnished,2024
São Paulo,147,2,3,4,19,acept,not furnished,1200
São Paulo,35,1,1,0,3,acept,furnished,2500
Rio de Janeiro,26,1,1,0,7,acept,furnished,1500
São Paulo,70,2,2,1,5,acept,furnished,1700
São Paulo,150,3,3,3,19,acept,furnished,2800
São Paulo,200,3,3,2,-,acept,not furnished,8000
Campinas,60,1,1,1,14,acept,not furnished,1100
São Paulo,250,4,5,3,2,acept,not furnished,2550
São Paulo,44,1,2,0,12,not acept,furnished,3300
São Paulo,250,7,5,2,-,acept,furnished,6000
São Paulo,157,3,2,0,7,acept,not furnished,4500
São Paulo,97,2,2,0,1,acept,not furnished,5600
Belo Horizonte,548,4,7,6,17,acept,not furnished,15000
São Paulo,28,1,1,0,1,acept,not furnished,1325
São Paulo,250,3,4,0,1,acept,furnished,10000
Belo Horizonte,193,4,2,2,-,acept,not furnished,8900
Belo Horizonte,428,5,5,4,-,acept,furnished,9600
São Paulo,50,2,1,0,2,not acept,not furnished,950
São Paulo,135,2,3,2,5,not acept,not furnished,12300
Rio de Janeiro,103,2,2,1,8,acept,not furnished,1600
Campinas,103,3,2,2,2,acept,not furnished,1360
São Paulo,80,3,2,1,-,acept,not furnished,1500
São Paulo,160,3,3,2,10,acept,not furnished,4000
São Paulo,238,4,3,4,24,acept,not furnished,10200
Belo Horizonte,500,7,4,4,-,acept,not furnished,5500
São Paulo,580,5,5,4,4,acept,not furnished,15000
São Paulo,80,1,1,0,-,acept,not furnished,1370
São Paulo,210,4,5,3,12,acept,furnished,2975
Porto Alegre,106,3,3,1,7,acept,not furnished,2250
Rio de Janeiro,30,1,1,0,11,acept,not furnished,1200
São Paulo,156,3,2,1,-,acept,not furnished,2000
São Paulo,60,1,1,1,-,acept,not furnished,1250
São Paulo,200,3,4,0,2,acept,not furnished,3600
São Paulo,70,2,2,0,1,acept,not furnished,1000
São Paulo,177,4,5,4,5,acept,not furnished,9200
São Paulo,103,3,3,2,-,acept,not furnished,2500
São Paulo,440,4,4,4,-,acept,not furnished,12000
São Paulo,65,2,1,1,8,acept,furnished,1700
Belo Horizonte,260,5,3,3,12,acept,not furnished,4000
São Paulo,200,4,4,6,-,acept,not furnished,4320
São Paulo,96,3,2,1,12,acept,not furnished,3050
São Paulo,68,2,2,1,2,acept,furnished,2900
Belo Horizonte,300,5,5,5,-,not acept,not furnished,4500
São Paulo,34,1,1,0,2,acept,not furnished,750
Campinas,398,5,6,0,2,acept,not furnished,8500
Belo Horizonte,100,1,1,0,1,acept,not furnished,2600
Belo Horizonte,176,4,5,3,6,acept,furnished,6500
Belo Horizonte,90,2,2,2,4,not acept,furnished,4000
Belo Horizonte,680,7,6,8,-,acept,not furnished,8000
Belo Horizonte,220,4,3,0,9,acept,furnished,15000
São Paulo,110,2,2,2,-,not acept,not furnished,2120
São Paulo,180,3,2,1,2,acept,furnished,5500
São Paulo,36,1,1,1,8,acept,not furnished,1800
Belo Horizonte,450,4,4,4,8,acept,not furnished,12700
Rio de Janeiro,103,3,2,0,1,acept,not furnished,3300
Porto Alegre,101,2,2,2,5,acept,not furnished,1800
São Paulo,196,4,4,0,11,acept,not furnished,6000
Rio de Janeiro,28,1,1,0,-,acept,not furnished,1980
São Paulo,260,3,4,4,-,acept,not furnished,4500
São Paulo,330,4,2,5,-,acept,not furnished,1870
Rio de Janeiro,70,3,2,1,6,acept,not furnished,1189
Rio de Janeiro,33,1,1,0,3,acept,not furnished,1200
São Paulo,160,3,3,2,3,acept,not furnished,10500
São Paulo,60,2,1,1,9,acept,not furnished,1350
São Paulo,36,1,1,1,1,acept,not furnished,1379
São Paulo,20,1,1,0,1,acept,furnished,2060
Porto Alegre,70,2,1,0,1,acept,not furnished,750
São Paulo,180,3,4,4,-,acept,furnished,4700
São Paulo,105,3,3,1,5,acept,not furnished,2150
São Paulo,275,4,5,4,1,acept,not furnished,9700
Belo Horizonte,450,2,2,5,-,acept,not furnished,1512
Campinas,360,4,6,4,-,acept,not furnished,7700
São Paulo,140,2,2,1,5,not acept,furnished,1900
São Paulo,900,3,5,8,-,acept,not furnished,8000
Porto Alegre,152,3,5,3,9,acept,not furnished,6000
São Paulo,280,3,4,3,-,acept,furnished,8000
São Paulo,230,4,4,3,5,not acept,not furnished,2500
Campinas,92,3,2,3,6,acept,not furnished,2100
Belo Horizonte,58,1,1,1,-,acept,not furnished,1100
Campinas,41,2,1,1,5,not acept,not furnished,1193
São Paulo,206,4,4,3,10,acept,not furnished,12000
Campinas,214,3,3,2,1,acept,not furnished,5900
São Paulo,110,2,2,1,18,acept,not furnished,1710
Belo Horizonte,100,2,1,0,-,acept,not furnished,777
Belo Horizonte,80,2,2,1,4,acept,not furnished,1200
Belo Horizonte,311,3,4,3,20,not acept,not furnished,13000
São Paulo,200,2,3,2,1,acept,furnished,15000
Campinas,96,3,2,2,10,acept,not furnished,3200
Rio de Janeiro,140,4,2,1,1,not acept,not furnished,6000
São Paulo,138,3,3,2,17,acept,not furnished,7070
São Paulo,140,3,3,1,6,acept,furnished,3900
Rio de Janeiro,60,2,2,1,2,not acept,not furnished,1250
São Paulo,40,1,1,0,-,not acept,not furnished,600
São Paulo,178,3,4,4,6,acept,furnished,10200
São Paulo,140,3,3,2,-,acept,furnished,4900
São Paulo,72,2,1,0,1,acept,not furnished,1020
São Paulo,117,2,1,1,5,not acept,furnished,2700
São Paulo,35,1,1,1,1,acept,not furnished,977
Porto Alegre,42,1,1,0,1,acept,furnished,890
Belo Horizonte,29,1,1,0,1,acept,not furnished,1100
São Paulo,130,2,1,0,1,acept,not furnished,2150
Rio de Janeiro,100,3,2,1,4,acept,not furnished,5000
Rio de Janeiro,39,1,1,0,4,acept,not furnished,609
São Paulo,61,1,1,0,9,not acept,not furnished,1600
Campinas,750,4,5,5,-,not acept,not furnished,10400
Belo Horizonte,142,4,3,2,3,acept,not furnished,2700
Campinas,650,4,4,8,-,acept,not furnished,7500
São Paulo,69,2,2,0,-,acept,not furnished,1700
São Paulo,100,2,2,4,-,acept,not furnished,2600
Belo Horizonte,300,4,2,2,3,acept,not furnished,8000
São Paulo,190,3,4,3,14,acept,furnished,2740
Rio de Janeiro,115,2,2,0,13,acept,not furnished,4500
Campinas,119,3,1,1,5,acept,not furnished,1200
São Paulo,100,2,3,1,4,acept,furnished,1890
São Paulo,55,2,1,1,3,acept,not furnished,1087
São Paulo,44,1,1,1,2,acept,furnished,3000
São Paulo,316,4,6,4,18,acept,furnished,8000
São Paulo,83,2,3,2,-,acept,not furnished,3500
Belo Horizonte,1000,5,7,8,-,acept,not furnished,14980
São Paulo,150,3,2,1,8,acept,not furnished,4800
São Paulo,53,2,1,1,7,acept,not furnished,4200
São Paulo,49,2,1,1,-,acept,not furnished,970
Campinas,185,3,3,2,6,acept,not furnished,2200
Rio de Janeiro,40,1,1,0,-,acept,not furnished,1200
São Paulo,65,2,1,0,3,acept,not furnished,1140
São Paulo,67,3,2,1,10,not acept,not furnished,1560
São Paulo,46,1,1,1,9,acept,not furnished,2200
Campinas,205,3,2,1,2,acept,not furnished,2200
Porto Alegre,550,5,5,3,-,acept,not furnished,9000
Campinas,50,1,1,1,3,acept,not furnished,650
São Paulo,266,4,5,4,7,acept,not furnished,10900
Rio de Janeiro,280,3,2,2,10,acept,furnished,8000
São Paulo,1600,6,6,6,-,acept,furnished,7600
São Paulo,70,1,1,0,4,acept,not furnished,2400
São Paulo,84,3,2,2,8,not acept,not furnished,2340
Belo Horizonte,40,1,1,0,3,not acept,not furnished,1000
Rio de Janeiro,117,3,2,1,7,acept,not furnished,4110
São Paulo,68,2,2,2,8,acept,furnished,3430
Belo Horizonte,140,2,2,2,11,acept,furnished,2800
São Paulo,450,4,2,3,-,acept,not furnished,13000
Porto Alegre,44,1,2,0,3,acept,not furnished,1350
São Paulo,40,1,1,1,3,acept,furnished,3200
São Paulo,70,1,2,1,1,acept,furnished,8250
São Paulo,50,1,2,0,-,acept,not furnished,900
Belo Horizonte,405,2,3,0,7,acept,not furnished,4000
São Paulo,75,2,2,1,1,acept,not furnished,3160
Belo Horizonte,80,3,3,1,3,acept,not furnished,1501
São Paulo,450,4,5,6,-,acept,not furnished,12000
São Paulo,225,4,5,4,10,acept,furnished,7106
São Paulo,250,3,2,3,35,acept,furnished,15000
São Paulo,60,2,1,1,5,not acept,not furnished,2200
São Paulo,31,1,1,1,9,not acept,furnished,3400
São Paulo,100,3,1,3,-,acept,not furnished,2000
Belo Horizonte,20,1,1,0,6,not acept,not furnished,1050
São Paulo,200,3,4,8,-,acept,not furnished,7000
Campinas,50,1,1,1,8,acept,not furnished,1690
São Paulo,61,3,2,2,15,acept,not furnished,2200
São Paulo,200,3,4,2,3,acept,not furnished,9800
Belo Horizonte,100,2,2,0,-,acept,not furnished,11000
São Paulo,365,4,5,6,4,acept,not furnished,13900
São Paulo,38,1,1,0,13,acept,not furnished,3000
Rio de Janeiro,49,2,1,0,4,acept,not furnished,1350
São Paulo,207,3,5,4,6,acept,not furnished,12000
Campinas,82,3,2,1,6,acept,not furnished,1500
São Paulo,400,5,4,3,-,acept,not furnished,4000
Rio de Janeiro,170,4,2,2,6,acept,not furnished,9000
Porto Alegre,105,3,2,2,3,acept,furnished,2890
São Paulo,383,4,4,5,2,acept,not furnished,3004
São Paulo,168,3,3,3,3,acept,not furnished,2700
São Paulo,53,2,2,1,10,acept,furnished,2400
Porto Alegre,320,4,3,2,-,acept,not furnished,4500
São Paulo,300,3,4,3,18,acept,not furnished,9900
Campinas,100,3,2,3,-,acept,not furnished,2200
São Paulo,40,1,1,0,-,acept,not furnished,900
São Paulo,180,3,1,0,-,acept,not furnished,2500
São Paulo,257,4,5,4,8,acept,furnished,7500
São Paulo,178,2,4,2,2,acept,not furnished,7000
São Paulo,179,3,3,0,9,not acept,furnished,12000
Porto Alegre,64,2,1,0,1,acept,not furnished,1750
Porto Alegre,60,2,1,0,1,acept,not furnished,990
São Paulo,55,1,1,1,11,not acept,not furnished,2200
São Paulo,50,1,1,0,8,not acept,not furnished,1970
São Paulo,82,3,2,2,19,not acept,not furnished,1994
Rio de Janeiro,60,1,1,1,7,acept,not furnished,1210
Porto Alegre,40,1,1,1,9,not acept,furnished,1200
Campinas,230,4,4,8,-,acept,not furnished,5100
São Paulo,73,2,1,1,2,acept,not furnished,1300
São Paulo,79,2,2,1,1,acept,furnished,2000
São Paulo,230,3,4,2,3,acept,not furnished,4800
Rio de Janeiro,214,3,3,3,4,acept,not furnished,14000
São Paulo,120,2,1,0,-,acept,not furnished,1500
São Paulo,200,4,2,1,-,not acept,not furnished,2500
Porto Alegre,85,3,2,2,9,not acept,furnished,3300
São Paulo,45,1,1,1,1,not acept,furnished,5520
Porto Alegre,30,1,1,0,4,acept,not furnished,755
São Paulo,57,2,2,1,3,acept,not furnished,2300
São Paulo,500,4,7,3,-,acept,not furnished,15000
São Paulo,322,4,5,5,17,acept,furnished,15000
São Paulo,20,1,1,0,3,not acept,not furnished,1530
Porto Alegre,100,2,2,1,-,not acept,not furnished,1346
São Paulo,620,4,6,4,1,acept,not furnished,15000
Porto Alegre,240,4,3,5,-,acept,not furnished,2500
São Paulo,95,3,2,2,10,acept,not furnished,7000
São Paulo,35,1,1,1,6,acept,not furnished,2100
Belo Horizonte,325,5,4,7,-,acept,furnished,8900
São Paulo,58,3,1,1,1,acept,furnished,2800
São Paulo,200,4,4,3,6,not acept,not furnished,9000
São Paulo,92,3,2,2,2,acept,not furnished,1100
Belo Horizonte,65,2,1,1,9,acept,not furnished,1545
Campinas,57,2,1,0,2,acept,not furnished,800
São Paulo,50,2,1,1,2,acept,not furnished,1600
São Paulo,165,4,5,2,4,acept,furnished,9500
Rio de Janeiro,70,2,1,1,6,acept,not furnished,1900
São Paulo,230,4,3,1,1,not acept,not furnished,4000
Rio de Janeiro,34,1,1,0,3,not acept,furnished,2000
Rio de Janeiro,25,1,1,0,-,not acept,not furnished,660
São Paulo,50,2,1,1,2,acept,not furnished,1800
Porto Alegre,120,3,2,2,2,acept,furnished,2975
Porto Alegre,60,2,1,1,-,acept,not furnished,1400
São Paulo,67,2,2,1,8,acept,not furnished,2240
São Paulo,22,1,1,0,26,acept,not furnished,2100
São Paulo,197,3,1,2,-,acept,not furnished,2100
Porto Alegre,105,3,3,1,3,acept,furnished,2300
São Paulo,80,2,2,1,-,not acept,not furnished,1556
Belo Horizonte,140,4,2,2,5,not acept,not furnished,2500
Rio de Janeiro,70,2,2,1,9,acept,not furnished,4000
Porto Alegre,383,5,5,4,-,acept,not furnished,10000
São Paulo,172,3,4,3,5,acept,not furnished,9000
Porto Alegre,57,2,2,1,6,not acept,not furnished,1800
São Paulo,32,1,1,1,23,acept,not furnished,2000
Belo Horizonte,341,10,6,7,-,acept,not furnished,5500
Belo Horizonte,600,5,6,8,-,acept,furnished,10500
São Paulo,43,2,1,1,13,not acept,not furnished,2000
Campinas,98,3,2,1,1,acept,not furnished,1233
São Paulo,36,2,1,0,6,acept,not furnished,1790
Rio de Janeiro,42,1,1,0,4,acept,furnished,2800
Campinas,120,3,3,3,8,not acept,not furnished,2700
Rio de Janeiro,78,2,2,1,8,acept,not furnished,1400
São Paulo,113,3,4,2,7,acept,not furnished,4000
São Paulo,47,2,1,1,1,not acept,not furnished,1390
São Paulo,60,2,2,1,5,acept,not furnished,1300
Porto Alegre,77,2,1,0,1,not acept,not furnished,1130
Porto Alegre,75,2,2,1,3,acept,not furnished,1500
São Paulo,60,3,1,1,3,acept,not furnished,1550
São Paulo,240,3,4,3,9,acept,not furnished,5800
São Paulo,48,1,1,1,4,acept,not furnished,3400
Belo Horizonte,70,3,1,1,8,acept,not furnished,1300
Belo Horizonte,345,3,3,0,-,not acept,furnished,3500
São Paulo,250,4,2,3,2,not acept,furnished,15000
São Paulo,158,4,4,3,4,acept,furnished,3500
Porto Alegre,55,2,1,1,-,acept,furnished,1300
Rio de Janeiro,80,2,1,1,17,acept,not furnished,1820
Porto Alegre,42,1,1,1,11,acept,not furnished,2200
São Paulo,80,3,3,2,20,acept,not furnished,4450
São Paulo,50,1,1,0,1,acept,not furnished,1550
Rio de Janeiro,380,4,3,2,9,acept,not furnished,15000
São Paulo,85,2,2,1,6,acept,furnished,5300
Belo Horizonte,120,4,3,2,1,acept,not furnished,3250
São Paulo,214,4,5,4,6,acept,not furnished,3251
São Paulo,277,4,4,6,5,acept,not furnished,3800
Campinas,50,2,1,1,4,acept,not furnished,1080
Belo Horizonte,90,3,2,2,2,not acept,not furnished,2000
São Paulo,287,4,5,2,-,acept,furnished,6000
São Paulo,11,1,1,0,1,not acept,furnished,2000
Porto Alegre,62,2,1,1,7,not acept,not furnished,1620
São Paulo,45,1,1,1,7,not acept,furnished,3100
Porto Alegre,80,2,1,1,1,acept,not furnished,1650
São Paulo,115,3,3,2,5,not acept,not furnished,4890
Porto Alegre,110,2,2,1,3,acept,furnished,1800
São Paulo,162,3,3,2,4,acept,not furnished,7000
Rio de Janeiro,85,3,2,1,4,acept,not furnished,1800
Belo Horizonte,105,4,3,3,5,acept,not furnished,1900
São Paulo,180,2,2,5,-,acept,not furnished,3000
Rio de Janeiro,80,2,1,0,9,acept,not furnished,831
São Paulo,56,2,1,1,6,acept,not furnished,2200
São Paulo,70,2,1,1,15,acept,not furnished,1200
Rio de Janeiro,70,1,2,1,6,not acept,not furnished,1200
Belo Horizonte,75,3,1,1,4,not acept,not furnished,1000
São Paulo,420,4,6,4,-,acept,not furnished,6500
São Paulo,279,3,3,8,-,acept,furnished,3500
São Paulo,160,4,4,2,-,acept,not furnished,2400
São Paulo,41,1,1,0,-,acept,not furnished,1100
São Paulo,97,2,2,2,3,acept,not furnished,2200
Porto Alegre,40,1,1,1,7,acept,furnished,1400
São Paulo,110,3,2,1,5,acept,furnished,3600
Belo Horizonte,298,4,3,2,3,acept,furnished,2500
Belo Horizonte,87,4,2,2,2,acept,not furnished,1600
São Paulo,150,5,5,4,3,not acept,furnished,3700
São Paulo,113,3,2,2,8,acept,not furnished,2975
Belo Horizonte,293,6,2,3,-,acept,not furnished,2600
São Paulo,90,3,2,2,1,acept,not furnished,2000
Belo Horizonte,305,4,3,3,14,acept,not furnished,9000
Campinas,50,2,1,1,-,not acept,not furnished,1040
São Paulo,150,3,3,2,-,acept,not furnished,3300
Porto Alegre,367,3,4,4,8,not acept,not furnished,15000
Rio de Janeiro,50,2,1,0,9,acept,furnished,2350
São Paulo,230,3,4,3,7,not acept,not furnished,8000
São Paulo,125,3,3,1,6,acept,furnished,5500
Rio de Janeiro,140,3,2,1,4,acept,not furnished,1350
São Paulo,63,3,2,0,18,acept,not furnished,1800
São Paulo,110,2,1,1,21,acept,not furnished,3300
São Paulo,54,2,1,1,13,acept,not furnished,1610
Porto Alegre,67,2,1,0,3,acept,not furnished,1523
São Paulo,296,3,4,4,2,acept,not furnished,8864
Belo Horizonte,70,2,1,1,-,acept,not furnished,1000
São Paulo,50,2,1,0,-,not acept,not furnished,1100
São Paulo,160,3,2,4,-,not acept,not furnished,3500
São Paulo,60,2,2,1,14,not acept,not furnished,2200
São Paulo,220,3,4,3,12,acept,furnished,8000
São Paulo,340,4,3,8,-,acept,not furnished,13000
São Paulo,52,2,1,0,1,not acept,not furnished,1150
Belo Horizonte,50,2,1,1,1,acept,not furnished,915
Belo Horizonte,60,2,1,0,3,acept,not furnished,2200
São Paulo,125,3,3,3,-,acept,not furnished,2450
São Paulo,36,2,1,0,-,not acept,not furnished,1080
Belo Horizonte,100,3,2,1,5,acept,not furnished,1500
São Paulo,550,4,7,3,-,acept,furnished,11500
São Paulo,60,3,1,2,4,not acept,not furnished,1105
Campinas,48,1,1,0,4,not acept,not furnished,500
São Paulo,164,3,3,1,3,acept,furnished,9000
Belo Horizonte,90,3,2,1,2,acept,not furnished,1200
Porto Alegre,78,3,2,1,4,acept,not furnished,2800
São Paulo,44,2,1,0,1,acept,not furnished,1125
Belo Horizonte,180,3,3,2,1,acept,not furnished,2950
Campinas,82,3,2,1,1,acept,not furnished,1200
São Paulo,49,1,1,1,7,acept,furnished,2900
São Paulo,400,5,4,5,-,not acept,not furnished,13970
São Paulo,74,2,3,2,26,acept,not furnished,3200
São Paulo,110,2,1,1,-,acept,not furnished,1500
São Paulo,58,1,1,1,1,acept,furnished,3500
Rio de Janeiro,23,1,1,0,5,not acept,not furnished,1540
Rio de Janeiro,95,3,2,1,3,acept,not furnished,2500
São Paulo,196,4,3,3,13,not acept,not furnished,5000
São Paulo,70,2,1,0,-,acept,not furnished,2300
Porto Alegre,148,2,1,2,3,acept,not furnished,1650
São Paulo,70,2,1,0,2,acept,not furnished,1280
São Paulo,30,1,1,1,5,not acept,not furnished,2300
São Paulo,300,3,2,4,-,acept,not furnished,2700
São Paulo,53,1,1,1,5,not acept,furnished,2600
São Paulo,96,3,2,2,5,acept,furnished,3148
São Paulo,190,3,4,2,10,not acept,not furnished,6000
São Paulo,250,3,5,8,-,acept,furnished,6000
Belo Horizonte,130,4,1,3,-,not acept,not furnished,2150
São Paulo,250,3,3,6,-,acept,not furnished,4250
Campinas,50,1,1,0,7,acept,not furnished,650
Belo Horizonte,840,5,6,5,-,acept,not furnished,8000
Rio de Janeiro,95,3,3,0,5,acept,not furnished,1999
São Paulo,33,1,1,0,1,not acept,not furnished,1305
Rio de Janeiro,60,2,1,0,2,acept,not furnished,1350
São Paulo,51,1,1,0,11,acept,furnished,4950
Rio de Janeiro,200,4,3,2,2,acept,not furnished,8000
São Paulo,212,4,5,6,7,acept,not furnished,4500
Belo Horizonte,66,3,1,0,-,acept,not furnished,1525
São Paulo,150,3,5,2,14,acept,not furnished,3102
Rio de Janeiro,48,2,1,1,12,acept,not furnished,1270
São Paulo,90,2,2,1,-,acept,not furnished,2500
Porto Alegre,136,4,3,2,3,not acept,not furnished,4000
São Paulo,40,1,1,1,14,acept,not furnished,3000
São Paulo,100,1,2,2,-,not acept,not furnished,1700
São Paulo,32,1,1,0,18,acept,not furnished,1200
São Paulo,30,1,1,1,13,acept,furnished,3300
São Paulo,170,2,2,5,-,acept,not furnished,5500
Campinas,184,4,3,4,-,acept,not furnished,3240
São Paulo,368,4,5,4,1,acept,not furnished,5000
São Paulo,230,3,4,4,12,acept,not furnished,7000
São Paulo,214,4,6,4,4,acept,furnished,11000
Belo Horizonte,37,1,1,1,7,not acept,not furnished,2000
São Paulo,450,5,5,4,-,not acept,not furnished,5540
São Paulo,87,3,2,0,6,acept,not furnished,2000
São Paulo,70,2,1,1,-,acept,not furnished,1300
São Paulo,54,2,1,1,-,acept,not furnished,1250
Belo Horizonte,155,4,3,3,7,acept,not furnished,3300
São Paulo,35,1,1,0,-,acept,not furnished,1100
São Paulo,160,4,4,5,-,acept,not furnished,4500
Belo Horizonte,95,3,2,2,1,acept,not furnished,1400
São Paulo,113,2,1,1,5,acept,not furnished,3000
Rio de Janeiro,70,3,2,1,9,acept,not furnished,850
São Paulo,131,3,2,2,1,acept,not furnished,1800
Belo Horizonte,130,3,3,1,2,acept,not furnished,3200
Porto Alegre,72,2,1,0,1,acept,not furnished,1300
Belo Horizonte,130,2,1,1,-,acept,not furnished,1280
Rio de Janeiro,80,2,3,1,7,acept,furnished,1300
São Paulo,50,3,2,2,-,acept,not furnished,2800
São Paulo,54,2,1,1,4,not acept,not furnished,2000
São Paulo,130,3,3,3,23,acept,not furnished,2800
Porto Alegre,230,4,1,1,3,acept,not furnished,3500
São Paulo,50,2,1,1,1,acept,not furnished,1100
Belo Horizonte,100,3,2,3,-,acept,not furnished,2800
Belo Horizonte,40,1,1,1,2,not acept,furnished,970
Campinas,75,3,1,1,1,not acept,not furnished,12000
São Paulo,30,1,1,1,4,not acept,furnished,1200
Porto Alegre,68,2,2,1,3,acept,not furnished,1800
São Paulo,117,3,3,2,-,acept,not furnished,2700
Porto Alegre,600,5,4,5,-,acept,furnished,12000
São Paulo,126,3,2,2,18,not acept,not furnished,1610
Porto Alegre,290,4,4,3,-,acept,not furnished,2500
Porto Alegre,120,3,1,0,4,acept,not furnished,1500
Rio de Janeiro,35,1,1,0,3,acept,furnished,1600
Belo Horizonte,40,1,1,1,2,not acept,furnished,970
São Paulo,56,2,2,1,4,acept,not furnished,2000
Campinas,53,2,1,1,1,acept,not furnished,800
São Paulo,270,4,4,4,11,acept,furnished,15000
Porto Alegre,150,4,2,2,-,acept,not furnished,1100
